customer_id,order_id,order_date,product_category,product_name,region,quantity,unit_price,revenue,year,month,month_name,segment
CUST141799,ORD0023313,2021-07-09,Electronics,Sneakers,Lagos,3,117515,352545,2021,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST197129,ORD0057890,2021-06-04,Electronics,Laptop,Enugu,5,39261,196305,2021,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST138547,ORD0061628,2023-09-08,Home Appliances,Smartphone,Abuja,2,145373,290746,2023,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST121130,ORD0054758,2023-11-21,Office Supplies,Desk,Abuja,4,15230,60920,2023,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST192580,ORD0066265,2024-09-16,Fashion,Printer,Ibadan,5,24869,124345,2024,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST234285,ORD0029117,2023-07-13,Fashion,Desk,Abuja,4,221741,886964,2023,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST094034,ORD0087364,2025-07-22,Office Supplies,Blender,Kano,2,139083,278166,2025,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST125171,ORD0099847,2024-06-15,Electronics,Tablet,Enugu,3,96378,289134,2024,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST286705,ORD0029052,2021-02-22,Electronics,Printer,Ibadan,4,25261,101044,2021,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST065464,ORD0039450,2022-06-20,Office Supplies,Tablet,Enugu,3,174579,523737,2022,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST033143,ORD0031652,2024-09-21,Home Appliances,Sneakers,Abuja,2,102993,205986,2024,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST083274,ORD0059733,2021-06-08,Home Appliances,Printer,Kano,3,94901,284703,2021,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST237949,ORD0033839,2025-01-02,Office Supplies,Laptop,Ibadan,2,245246,490492,2025,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST001855,ORD0043831,2025-08-23,Office Supplies,Blender,Port Harcourt,3,45532,136596,2025,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST067455,ORD0027805,2022-02-06,Fashion,Tablet,Enugu,4,159131,636524,2022,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST147210,ORD0079631,2021-02-18,Fashion,Sneakers,Enugu,3,265244,795732,2021,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST039438,ORD0019315,2023-10-25,Fashion,Desk,Abuja,2,79556,159112,2023,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST015458,ORD0011575,2021-03-12,Fashion,Smartphone,Lagos,2,229423,458846,2021,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST173747,ORD0023289,2024-10-02,Home Appliances,Desk,Port Harcourt,1,19000,19000,2024,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST191733,ORD0040950,2024-10-06,Office Supplies,Printer,Port Harcourt,3,77580,232740,2024,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST173205,ORD0054539,2024-12-14,Electronics,Desk,Lagos,3,151762,455286,2024,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST172766,ORD0081821,2022-09-21,Home Appliances,Desk,Enugu,4,239634,958536,2022,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST223690,ORD0059113,2022-07-11,Office Supplies,Smartphone,Kano,3,6100,18300,2022,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST294981,ORD0038208,2025-05-31,Office Supplies,Sneakers,Rivers,4,93637,374548,2025,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST007121,ORD0065633,2023-06-29,Home Appliances,Desk,Abuja,2,32896,65792,2023,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST099373,ORD0009596,2023-03-03,Electronics,Smartphone,Rivers,2,23987,47974,2023,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST043904,ORD0065592,2023-04-24,Electronics,Smartphone,Port Harcourt,2,186825,373650,2023,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST095210,ORD0053396,2025-08-12,Fashion,Desk,Abuja,4,240610,962440,2025,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST235151,ORD0051182,2023-11-21,Fashion,Desk,Rivers,1,265873,265873,2023,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST271643,ORD0024275,2025-02-12,Fashion,Tablet,Port Harcourt,2,147985,295970,2025,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST270527,ORD0012610,2024-08-28,Fashion,Printer,Rivers,2,119558,239116,2024,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST041182,ORD0049128,2023-01-31,Fashion,Laptop,Enugu,4,102985,411940,2023,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST165597,ORD0004187,2023-11-17,Office Supplies,Blender,Enugu,5,172522,862610,2023,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST290317,ORD0003128,2021-02-27,Office Supplies,Smartphone,Kano,2,40592,81184,2021,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST206392,ORD0079565,2025-02-21,Office Supplies,Tablet,Rivers,1,25422,25422,2025,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST208827,ORD0037376,2024-12-28,Home Appliances,Printer,Lagos,4,207658,830632,2024,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST119838,ORD0023351,2025-08-27,Fashion,Laptop,Rivers,2,78224,156448,2025,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST227423,ORD0074640,2021-07-18,Electronics,Tablet,Kano,1,119747,119747,2021,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST206886,ORD0047692,2021-02-01,Electronics,Laptop,Enugu,5,36613,183065,2021,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST152216,ORD0012737,2024-03-05,Fashion,Blender,Abuja,1,257241,257241,2024,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST082951,ORD0075208,2021-07-08,Office Supplies,Blender,Lagos,5,251599,1257995,2021,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST015064,ORD0016986,2025-07-09,Home Appliances,Desk,Ibadan,5,189751,948755,2025,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST115815,ORD0011278,2022-07-26,Office Supplies,Sneakers,Kano,2,271235,542470,2022,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST213880,ORD0051502,2024-02-03,Home Appliances,Blender,Port Harcourt,3,278532,835596,2024,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST029608,ORD0064108,2021-09-10,Fashion,Laptop,Ibadan,5,294328,1471640,2021,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST227190,ORD0083781,2025-06-20,Office Supplies,Desk,Kano,5,182056,910280,2025,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST042740,ORD0097350,2024-12-14,Fashion,Smartphone,Abuja,4,195780,783120,2024,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST133079,ORD0091051,2022-02-20,Fashion,Laptop,Port Harcourt,4,43869,175476,2022,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST075116,ORD0089367,2023-01-25,Office Supplies,Sneakers,Port Harcourt,4,229871,919484,2023,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST100159,ORD0002407,2025-08-29,Home Appliances,Blender,Lagos,4,31075,124300,2025,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST291658,ORD0068082,2023-06-04,Office Supplies,Blender,Port Harcourt,5,71286,356430,2023,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST262286,ORD0044616,2022-01-21,Office Supplies,Tablet,Lagos,1,252725,252725,2022,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST206273,ORD0053005,2025-12-02,Home Appliances,Blender,Port Harcourt,3,135960,407880,2025,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST285483,ORD0079792,2025-04-17,Office Supplies,Desk,Ibadan,2,39084,78168,2025,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST127064,ORD0068997,2025-03-18,Electronics,Tablet,Enugu,5,246969,1234845,2025,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST070440,ORD0049859,2023-09-25,Electronics,Desk,Kano,5,94788,473940,2023,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST049416,ORD0068193,2024-02-28,Electronics,Printer,Lagos,1,43287,43287,2024,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST224317,ORD0079406,2023-09-16,Office Supplies,Printer,Lagos,1,158377,158377,2023,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST297487,ORD0012676,2023-02-06,Office Supplies,Laptop,Port Harcourt,2,110543,221086,2023,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST210377,ORD0015528,2022-07-04,Fashion,Desk,Port Harcourt,3,183071,549213,2022,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST033373,ORD0097468,2021-02-07,Office Supplies,Tablet,Lagos,3,237642,712926,2021,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST036409,ORD0001162,2025-06-10,Home Appliances,Smartphone,Lagos,3,249796,749388,2025,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST191173,ORD0000633,2023-03-10,Electronics,Desk,Kano,2,37653,75306,2023,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST102406,ORD0052750,2024-09-29,Electronics,Printer,Abuja,1,224167,224167,2024,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST184138,ORD0065332,2023-10-29,Office Supplies,Printer,Enugu,4,139869,559476,2023,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST084149,ORD0097760,2022-09-29,Electronics,Blender,Rivers,3,228393,685179,2022,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST113560,ORD0096751,2024-03-02,Home Appliances,Tablet,Ibadan,1,95781,95781,2024,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST210976,ORD0027621,2025-03-31,Electronics,Tablet,Port Harcourt,4,293209,1172836,2025,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST147570,ORD0079661,2022-08-12,Electronics,Laptop,Lagos,2,285490,570980,2022,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST116822,ORD0048550,2022-08-30,Electronics,Laptop,Ibadan,1,266495,266495,2022,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST120637,ORD0097012,2022-08-26,Fashion,Smartphone,Kano,1,228732,228732,2022,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST203765,ORD0025646,2025-10-09,Fashion,Desk,Rivers,2,286298,572596,2025,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST025309,ORD0042417,2022-12-11,Fashion,Laptop,Port Harcourt,1,277003,277003,2022,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST244985,ORD0059559,2021-09-19,Fashion,Sneakers,Abuja,3,182319,546957,2021,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST008750,ORD0007987,2025-06-01,Fashion,Desk,Port Harcourt,5,150172,750860,2025,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST228016,ORD0065481,2025-05-20,Fashion,Smartphone,Lagos,1,133050,133050,2025,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST243471,ORD0069874,2024-08-30,Fashion,Printer,Port Harcourt,3,234207,702621,2024,8,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST149708,ORD0092757,2024-11-29,Fashion,Blender,Ibadan,4,149271,597084,2024,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST287503,ORD0015166,2023-10-12,Electronics,Printer,Abuja,5,17665,88325,2023,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST296424,ORD0048018,2025-03-19,Home Appliances,Printer,Abuja,3,272118,816354,2025,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST080537,ORD0098307,2025-03-17,Fashion,Sneakers,Ibadan,2,66214,132428,2025,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST141245,ORD0092912,2023-10-24,Electronics,Smartphone,Kano,5,204348,1021740,2023,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST180071,ORD0097211,2024-12-14,Electronics,Printer,Ibadan,5,143642,718210,2024,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST013570,ORD0005879,2024-02-19,Home Appliances,Tablet,Lagos,1,87729,87729,2024,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST130979,ORD0032588,2021-10-07,Fashion,Smartphone,Abuja,1,226417,226417,2021,10,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST216917,ORD0005814,2023-02-12,Fashion,Desk,Ibadan,1,64071,64071,2023,2,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST124002,ORD0021125,2022-05-01,Fashion,Smartphone,Lagos,2,15834,31668,2022,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST247805,ORD0019571,2025-06-08,Office Supplies,Laptop,Enugu,5,13120,65600,2025,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST185081,ORD0098992,2024-05-03,Electronics,Blender,Abuja,2,100168,200336,2024,5,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST179088,ORD0067019,2023-06-19,Office Supplies,Tablet,Lagos,5,252437,1262185,2023,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST198837,ORD0076212,2022-01-18,Electronics,Desk,Abuja,5,18692,93460,2022,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST126384,ORD0034750,2023-04-12,Fashion,Laptop,Rivers,5,180601,903005,2023,4,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST241624,ORD0048669,2023-11-05,Electronics,Desk,Lagos,4,207995,831980,2023,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST180669,ORD0031199,2022-01-10,Home Appliances,Blender,Port Harcourt,2,38973,77946,2022,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST152791,ORD0030281,2022-03-11,Fashion,Printer,Rivers,5,274480,1372400,2022,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST123601,ORD0052845,2022-07-28,Fashion,Blender,Lagos,2,191160,382320,2022,7,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
CUST069457,ORD0042437,2025-12-14,Home Appliances,Laptop,Lagos,2,228886,457772,2025,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST286594,ORD0053054,2022-11-05,Electronics,Blender,Ibadan,5,25455,127275,2022,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST271531,ORD0085038,2024-11-01,Office Supplies,Desk,Port Harcourt,5,218029,1090145,2024,11,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST226562,ORD0067326,2023-09-10,Office Supplies,Laptop,Rivers,5,248310,1241550,2023,9,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,VIP
CUST255260,ORD0044631,2025-01-13,Fashion,Blender,Port Harcourt,3,203685,611055,2025,1,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST018168,ORD0037801,2021-03-07,Office Supplies,Laptop,Rivers,4,52902,211608,2021,3,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,High
CUST064196,ORD0054924,2022-06-16,Office Supplies,Sneakers,Kano,4,38559,154236,2022,6,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Low
CUST095304,ORD0091597,2024-12-18,Fashion,Smartphone,Abuja,1,240324,240324,2024,12,<bound method PandasDelegate._add_delegate_accessors.<locals>._create_delegator_method.<locals>.f of <pandas.core.indexes.accessors.DatetimeProperties object at 0x000001F3106A2900>>,Mid
